label,filepath
Burglary,Data/Trimmed-Videos/Burglary/Burglary023_x264_0_127.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_134.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary095_x264_1_105.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary099_x264_0_11.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary042_x264_0_51.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting051_x264_0_69.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary031_x264_0_63.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_150.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary046_x264_0_7.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary023_x264_0_10.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery011_x264_0_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_998.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents097_x264_1_42.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting026_x264_0_13.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting043_x264_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson042_x264_2_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse042_x264_1_129.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary076_x264_0_34.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_1184.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting009_x264_0_11.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary062_x264_1_6.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary042_x264_0_21.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse048_x264_0_45.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_242.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary076_x264_0_125.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery100_x264_0_24.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents108_x264_0_5.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary025_x264_0_68.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse025_x264_0_30.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_97.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion041_x264_0_7.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_487.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting025_x264_0_35.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery090_x264_1_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting006_x264_1_1.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting016_x264_0_16.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting_2_0_21.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents146_x264_0_6.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary032_x264_0_22.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary061_x264_0_22.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents104_x264_0_9.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary088_x264_0_32.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents059_x264_0_1.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting018_x264_0_19.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_332.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery066_x264_1_26.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary029_x264_0_31.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery142_x264_0_14.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_556.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting004_x264_0_67.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary_5_2_29.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery059_x264_0_31.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting048_x264_0_15.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting050_x264_0_12.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_1404.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery014_x264_1_5.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery014_x264_0_28.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents118_x264_0_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_0_137.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion021_x264_0_6.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting029_x264_0_1.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary079_x264_0_14.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault040_x264_0_8.mp4
Assault,Data/Trimmed-Videos/Assault/Assault042_x264_0_27.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse004_x264_2_19.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery091_x264_0_20.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion007_x264_0_35.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents098_x264_1_5.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse043_x264_0_13.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_498.mp4
Assault,Data/Trimmed-Videos/Assault/Assault042_x264_0_31.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary_5_2_17.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery142_x264_0_23.mp4
Arson,Data/Trimmed-Videos/Arson/Arson053_x264_0_11.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_166.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_250.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery090_x264_1_10.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery101_x264_0_6.mp4
Arson,Data/Trimmed-Videos/Arson/Arson038_x264_1_3.mp4
Arson,Data/Trimmed-Videos/Arson/Arson006_x264_2_1.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary042_x264_0_57.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson002_x264_1_9.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion040_x264_0_51.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery054_x264_0_11.mp4
Assault,Data/Trimmed-Videos/Assault/Assault003_x264_0_16.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting051_x264_0_54.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery029_x264_0_10.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting015_x264_0_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary041_x264_0_4.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting036_x264_0_52.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents003_x264_1_15.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary_3_0_7.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary017_x264_0_26.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents141_x264_3_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse020_x264_1_8.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary016_x264_0_21.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting050_x264_0_150.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary027_x264_0_23.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary076_x264_0_170.mp4
Assault,Data/Trimmed-Videos/Assault/Assault035_x264_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents037_x264_0_9.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary008_x264_0_19.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary074_x264_0_7.mp4
Arson,Data/Trimmed-Videos/Arson/Arson039_x264_1_2.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_169.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_156.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting040_x264_0_13.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary032_x264_0_89.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery003_x264_0_1.mp4
Arson,Data/Trimmed-Videos/Arson/Arson015_x264_2_2.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary079_x264_0_55.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents053_x264_0_2.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents119_x264_1_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary022_x264_1_2.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary047_x264_0_20.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting021_x264_0_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary062_x264_0_52.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents109_x264_0_45.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary_4_0_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents142_x264_0_36.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion032_x264_0_16.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary031_x264_0_60.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents120_x264_1_5.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery073_x264_0_34.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary057_x264_0_54.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary049_x264_0_79.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting019_x264_0_4.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery112_x264_0_5.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting002_x264_0_2.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting008_x264_1_0.mp4
Assault,Data/Trimmed-Videos/Assault/Assault008_x264_1_25.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery109_x264_0_15.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery030_x264_0_26.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary095_x264_0_17.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary039_x264_0_94.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse022_x264_2_14.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting041_x264_0_47.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary039_x264_0_56.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary076_x264_0_16.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary095_x264_1_207.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting021_x264_0_13.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_1322.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents109_x264_0_26.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary083_x264_0_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery119_x264_1_5.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery084_x264_0_17.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion014_x264_0_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary071_x264_0_30.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse013_x264_1_32.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion004_x264_0_9.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_321.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting043_x264_1_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting_2_1_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse007_x264_0_10.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary084_x264_0_35.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery141_x264_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary_1_0_18.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary045_x264_0_65.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery073_x264_0_15.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse045_x264_0_24.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting052_x264_0_4.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion013_x264_0_5.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting050_x264_0_165.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_0_139.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary052_x264_0_66.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary058_x264_0_9.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse033_x264_3_4.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary082_x264_0_18.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting004_x264_0_178.mp4
Assault,Data/Trimmed-Videos/Assault/Assault032_x264_0_1.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary045_x264_0_81.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_451.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery029_x264_0_3.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery064_x264_0_2.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_446.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion010_x264_0_7.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary001_x264_0_37.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary049_x264_0_96.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting051_x264_0_13.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery019_x264_0_13.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary083_x264_0_12.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting010_x264_0_1.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary009_x264_0_14.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery084_x264_0_35.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting050_x264_1_108.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion044_x264_0_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary058_x264_0_42.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse004_x264_1_14.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery020_x264_1_16.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents018_x264_1_6.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary052_x264_0_87.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion001_x264_0_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary035_x264_0_54.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_1292.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting006_x264_0_79.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting041_x264_0_27.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting029_x264_0_10.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary093_x264_0_2.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery027_x264_0_20.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary003_x264_0_5.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary025_x264_0_69.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_275.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_413.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary045_x264_0_138.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting034_x264_0_31.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery016_x264_1_2.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_356.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting044_x264_0_7.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary085_x264_0_9.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary075_x264_0_7.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary075_x264_0_85.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_163.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery014_x264_0_4.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary039_x264_0_77.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson013_x264_0_8.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery096_x264_0_3.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion009_x264_0_6.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting004_x264_0_95.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary032_x264_0_176.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting047_x264_0_23.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_107.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary089_x264_0_29.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting048_x264_1_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting032_x264_0_123.mp4
Arson,Data/Trimmed-Videos/Arson/Arson019_x264_0_0.mp4
Assault,Data/Trimmed-Videos/Assault/Assault004_x264_0_0.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_69.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary062_x264_0_110.mp4
Arson,Data/Trimmed-Videos/Arson/Arson042_x264_0_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse042_x264_1_254.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary049_x264_0_104.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary049_x264_0_111.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_906.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery080_x264_1_8.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery090_x264_0_13.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_207.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery071_x264_0_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_138.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery005_x264_0_5.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary032_x264_0_102.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting025_x264_0_62.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery111_x264_0_22.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault027_x264_2_1.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_60.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting_5_1_25.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents115_x264_0_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary082_x264_0_16.mp4
Assault,Data/Trimmed-Videos/Assault/Assault014_x264_0_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse032_x264_2_19.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery098_x264_0_80.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting034_x264_0_21.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary088_x264_0_30.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse027_x264_1_5.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting011_x264_1_23.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting050_x264_0_54.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery135_x264_0_12.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting004_x264_0_82.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion034_x264_0_5.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary065_x264_0_2.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents132_x264_1_13.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion041_x264_0_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_1619.mp4
Arson,Data/Trimmed-Videos/Arson/Arson036_x264_0_19.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting029_x264_0_49.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary037_x264_0_9.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary023_x264_0_47.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery148_x264_0_35.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary040_x264_0_65.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary032_x264_0_150.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion007_x264_0_51.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse042_x264_1_314.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents046_x264_1_2.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_340.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting015_x264_1_29.mp4
Arson,Data/Trimmed-Videos/Arson/Arson051_x264_0_5.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion009_x264_0_12.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary079_x264_0_6.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting028_x264_0_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery061_x264_1_8.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_217.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion028_x264_1_5.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery150_x264_0_7.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting002_x264_1_17.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting006_x264_1_38.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_797.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary057_x264_0_19.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion013_x264_0_17.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents141_x264_0_2.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary084_x264_0_36.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting024_x264_1_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson010_x264_2_1.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion023_x264_0_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents062_x264_1_26.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting034_x264_0_5.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents145_x264_0_1.mp4
Arson,Data/Trimmed-Videos/Arson/Arson010_x264_0_1.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery081_x264_0_39.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary079_x264_0_71.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion007_x264_0_107.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse004_x264_0_6.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting029_x264_0_5.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary006_x264_0_62.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary057_x264_0_83.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary076_x264_0_141.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_179.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse040_x264_0_9.mp4
Arson,Data/Trimmed-Videos/Arson/Arson053_x264_0_8.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery073_x264_0_21.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_145.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting034_x264_0_38.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents121_x264_0_1.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery023_x264_0_9.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary094_x264_0_7.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting026_x264_0_7.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse039_x264_0_15.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents032_x264_0_8.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault023_x264_0_6.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion007_x264_0_126.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery128_x264_0_21.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery076_x264_0_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse018_x264_0_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents048_x264_1_11.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary069_x264_0_28.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting047_x264_1_27.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting024_x264_1_17.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery034_x264_1_16.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary076_x264_0_57.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery066_x264_0_14.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting047_x264_1_41.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse027_x264_1_0.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary076_x264_0_165.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents024_x264_1_6.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse037_x264_0_4.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_198.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary076_x264_0_21.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery136_x264_0_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_642.mp4
Assault,Data/Trimmed-Videos/Assault/Assault006_x264_0_24.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary032_x264_0_69.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_0_189.mp4
Arson,Data/Trimmed-Videos/Arson/Arson021_x264_0_4.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting041_x264_0_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson041_x264_0_18.mp4
